IP,PORT,DESCRIPTION
162.252.7.81,80,Horry Telephone Cooperative
75.183.133.236,80,Time Warner Cable
75.183.135.196,80,Time Warner Cable
98.25.151.251,80,Time Warner Cable
98.25.146.119,80,Time Warner Cable
50.123.165.181,80,Frontier Communications
71.68.196.7,80,Time Warner Cable
71.68.196.9,80,Time Warner Cable
98.25.147.75,80,Time Warner Cable
75.183.135.102,80,Time Warner Cable
98.25.151.183,80,Time Warner Cable
98.25.144.91,80,Time Warner Cable
98.25.149.92,80,Time Warner Cable
75.183.133.198,80,Time Warner Cable
75.183.134.128,80,Time Warner Cable
98.25.154.46,80,Time Warner Cable
98.25.154.89,80,Time Warner Cable
50.123.165.180,80,Frontier Communications
98.25.145.177,80,Time Warner Cable
50.123.165.167,80,Frontier Communications
98.25.149.243,80,Time Warner Cable
98.25.152.59,80,Time Warner Cable
98.25.151.233,80,Time Warner Cable
75.183.133.252,80,Time Warner Cable
75.183.135.51,80,Time Warner Cable
98.25.149.31,80,Time Warner Cable
98.25.147.51,80,Time Warner Cable
98.25.147.143,80,Time Warner Cable
98.25.146.157,80,Time Warner Cable
98.25.152.19,80,Time Warner Cable
98.25.145.61,80,Time Warner Cable
98.25.148.12,80,Time Warner Cable
98.25.147.125,80,Time Warner Cable
50.123.165.164,80,Frontier Communications
75.183.134.185,80,Time Warner Cable
98.25.148.172,80,Time Warner Cable
98.25.154.27,80,Time Warner Cable
98.25.144.152,80,Time Warner Cable
50.123.181.213,80,Frontier Communications
98.25.155.250,80,Time Warner Cable
162.217.80.45,80,Compunet
50.123.165.69,80,Frontier Communications
98.25.150.71,80,Time Warner Cable
174.107.154.145,80,Time Warner Cable
98.25.144.65,80,Time Warner Cable
98.25.149.96,80,Time Warner Cable
98.25.148.221,80,Time Warner Cable
98.25.153.46,80,Time Warner Cable
98.25.153.12,80,Time Warner Cable
75.183.134.85,80,Time Warner Cable
98.25.151.7,80,Time Warner Cable
98.25.150.198,80,Time Warner Cable
98.25.154.81,80,Time Warner Cable
98.25.153.45,80,Time Warner Cable
98.25.146.228,80,Time Warner Cable
98.25.145.127,80,Time Warner Cable
98.25.147.198,80,Time Warner Cable
98.25.151.236,80,Time Warner Cable
98.25.148.247,80,Time Warner Cable
98.25.151.19,80,Time Warner Cable
98.25.157.13,80,Time Warner Cable
98.25.152.127,80,Time Warner Cable
98.25.150.114,80,Time Warner Cable
50.123.165.174,80,Frontier Communications
98.25.158.116,80,Time Warner Cable
75.183.134.78,80,Time Warner Cable
174.107.131.175,80,Time Warner Cable
98.25.159.131,80,Time Warner Cable
98.25.152.171,80,Time Warner Cable
75.183.135.36,80,Time Warner Cable
98.25.147.216,80,Time Warner Cable
